Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2024-09-20 00:00:00,France,France,FR,11.52,24.36,98.15,25.22,opendata.reseaux-energies.fr
2024-09-21 00:00:00,France,France,FR,8.01,21.35,98.46,23.52,opendata.reseaux-energies.fr
2024-09-22 00:00:00,France,France,FR,8.63,21.61,98.33,21.82,opendata.reseaux-energies.fr
2024-09-23 00:00:00,France,France,FR,8.25,20.49,98.5,24.31,opendata.reseaux-energies.fr
2024-09-24 00:00:00,France,France,FR,15.18,27.64,97.7,26.04,opendata.reseaux-energies.fr
2024-09-25 00:00:00,France,France,FR,11.45,23.8,98.31,29.34,opendata.reseaux-energies.fr
2024-09-26 00:00:00,France,France,FR,11.26,25.14,98.05,37.86,opendata.reseaux-energies.fr
2024-09-27 00:00:00,France,France,FR,5.65,18.96,98.79,36.18,opendata.reseaux-energies.fr
2024-09-28 00:00:00,France,France,FR,6.71,19.92,98.73,29.12,opendata.reseaux-energies.fr
2024-09-29 00:00:00,France,France,FR,6.48,19.82,98.69,31.65,opendata.reseaux-energies.fr
2024-09-30 00:00:00,France,France,FR,10.62,23.97,98.12,35.28,opendata.reseaux-energies.fr
2024-10-01 00:00:00,France,France,FR,15.93,28.96,97.45,28.08,opendata.reseaux-energies.fr
2024-10-02 00:00:00,France,France,FR,19.29,33.59,96.41,25.91,opendata.reseaux-energies.fr
2024-10-03 00:00:00,France,France,FR,13.21,26.54,97.7,29.94,opendata.reseaux-energies.fr
2024-10-04 00:00:00,France,France,FR,16.25,31.39,96.35,28.83,opendata.reseaux-energies.fr
2024-10-05 00:00:00,France,France,FR,6.4,19.75,98.77,32.21,opendata.reseaux-energies.fr
2024-10-06 00:00:00,France,France,FR,5.74,18.89,98.75,31.52,opendata.reseaux-energies.fr
2024-10-07 00:00:00,France,France,FR,10.54,23.3,97.96,30.4,opendata.reseaux-energies.fr
2024-10-08 00:00:00,France,France,FR,5.27,18.22,98.88,36.24,opendata.reseaux-energies.fr
2024-10-09 00:00:00,France,France,FR,5.48,17.95,98.87,33.42,opendata.reseaux-energies.fr
2024-10-10 00:00:00,France,France,FR,8.0,20.65,98.4,29.11,opendata.reseaux-energies.fr
2024-10-11 00:00:00,France,France,FR,14.02,28.04,97.06,27.73,opendata.reseaux-energies.fr
2024-10-12 00:00:00,France,France,FR,5.64,18.04,98.82,29.29,opendata.reseaux-energies.fr
2024-10-13 00:00:00,France,France,FR,13.5,29.55,97.34,29.66,opendata.reseaux-energies.fr
2024-10-14 00:00:00,France,France,FR,14.25,27.5,97.08,26.44,opendata.reseaux-energies.fr
2024-10-15 00:00:00,France,France,FR,8.38,20.72,98.26,29.41,opendata.reseaux-energies.fr
2024-10-16 00:00:00,France,France,FR,4.66,17.22,99.0,34.16,opendata.reseaux-energies.fr
2024-10-17 00:00:00,France,France,FR,8.55,20.43,98.47,28.45,opendata.reseaux-energies.fr
2024-10-18 00:00:00,France,France,FR,12.9,26.47,97.79,28.75,opendata.reseaux-energies.fr
2024-10-19 00:00:00,France,France,FR,5.49,17.94,98.86,29.71,opendata.reseaux-energies.fr
2024-10-20 00:00:00,France,France,FR,5.96,19.77,98.67,36.82,opendata.reseaux-energies.fr
2024-10-21 00:00:00,France,France,FR,8.6,21.71,98.21,29.75,opendata.reseaux-energies.fr
2024-10-22 00:00:00,France,France,FR,11.77,24.92,97.49,24.34,opendata.reseaux-energies.fr
2024-10-23 00:00:00,France,France,FR,10.44,23.43,97.83,26.99,opendata.reseaux-energies.fr
2024-10-24 00:00:00,France,France,FR,6.98,19.46,98.57,28.56,opendata.reseaux-energies.fr
2024-10-25 00:00:00,France,France,FR,8.57,20.63,98.43,26.64,opendata.reseaux-energies.fr
2024-10-26 00:00:00,France,France,FR,6.56,18.47,98.65,22.06,Electricity Maps Estimation; opendata.reseaux-energies.fr
2024-10-27 00:00:00,France,France,FR,6.59,18.82,98.63,21.33,Electricity Maps Estimation; opendata.reseaux-energies.fr
2024-10-28 00:00:00,France,France,FR,8.55,20.76,98.35,24.14,opendata.reseaux-energies.fr
2024-10-29 00:00:00,France,France,FR,12.43,25.84,97.38,23.61,opendata.reseaux-energies.fr
2024-10-30 00:00:00,France,France,FR,8.37,20.81,98.3,24.22,opendata.reseaux-energies.fr
2024-10-31 00:00:00,France,France,FR,10.99,23.85,97.65,23.07,opendata.reseaux-energies.fr
2024-11-01 00:00:00,France,France,FR,14.33,28.78,96.63,20.37,opendata.reseaux-energies.fr
2024-11-02 00:00:00,France,France,FR,16.93,32.43,95.97,24.3,opendata.reseaux-energies.fr
2024-11-03 00:00:00,France,France,FR,15.18,30.17,96.4,21.46,opendata.reseaux-energies.fr
2024-11-04 00:00:00,France,France,FR,30.54,49.01,92.72,21.67,opendata.reseaux-energies.fr
2024-11-05 00:00:00,France,France,FR,37.82,58.01,90.91,18.95,opendata.reseaux-energies.fr
2024-11-06 00:00:00,France,France,FR,38.7,59.07,90.58,18.93,opendata.reseaux-energies.fr
2024-11-07 00:00:00,France,France,FR,36.24,56.17,91.16,19.19,opendata.reseaux-energies.fr
2024-11-08 00:00:00,France,France,FR,36.92,57.01,90.98,19.26,opendata.reseaux-energies.fr
2024-11-09 00:00:00,France,France,FR,38.87,59.9,90.45,18.04,opendata.reseaux-energies.fr
2024-11-10 00:00:00,France,France,FR,33.8,53.88,91.77,18.89,opendata.reseaux-energies.fr
2024-11-11 00:00:00,France,France,FR,24.15,41.76,94.14,23.16,opendata.reseaux-energies.fr
2024-11-12 00:00:00,France,France,FR,30.69,48.82,93.01,26.74,opendata.reseaux-energies.fr
2024-11-13 00:00:00,France,France,FR,40.47,59.68,91.25,22.65,opendata.reseaux-energies.fr
2024-11-14 00:00:00,France,France,FR,40.76,60.0,91.17,20.64,opendata.reseaux-energies.fr
2024-11-15 00:00:00,France,France,FR,46.04,66.8,89.84,19.62,opendata.reseaux-energies.fr
2024-11-16 00:00:00,France,France,FR,18.28,33.24,95.78,17.65,opendata.reseaux-energies.fr
2024-11-17 00:00:00,France,France,FR,15.68,30.06,96.51,19.77,opendata.reseaux-energies.fr
2024-11-18 00:00:00,France,France,FR,32.14,49.04,92.93,24.62,opendata.reseaux-energies.fr
2024-11-19 00:00:00,France,France,FR,17.45,31.77,96.3,30.93,opendata.reseaux-energies.fr
2024-11-20 00:00:00,France,France,FR,30.46,47.44,93.39,23.64,opendata.reseaux-energies.fr
2024-11-21 00:00:00,France,France,FR,37.2,55.41,92.23,24.93,opendata.reseaux-energies.fr
2024-11-22 00:00:00,France,France,FR,32.17,49.5,93.24,27.63,opendata.reseaux-energies.fr
2024-11-23 00:00:00,France,France,FR,13.52,27.98,96.87,31.39,opendata.reseaux-energies.fr
2024-11-24 00:00:00,France,France,FR,12.15,27.72,97.06,42.13,opendata.reseaux-energies.fr
2024-11-25 00:00:00,France,France,FR,20.06,35.73,95.51,28.31,opendata.reseaux-energies.fr
2024-11-26 00:00:00,France,France,FR,31.45,48.1,93.42,23.44,opendata.reseaux-energies.fr
2024-11-27 00:00:00,France,France,FR,16.76,30.61,96.76,29.23,opendata.reseaux-energies.fr
2024-11-28 00:00:00,France,France,FR,32.55,49.2,93.26,20.8,opendata.reseaux-energies.fr
2024-11-29 00:00:00,France,France,FR,29.36,45.67,93.94,24.72,opendata.reseaux-energies.fr
2024-11-30 00:00:00,France,France,FR,21.39,36.85,94.98,20.13,opendata.reseaux-energies.fr
2024-12-01 00:00:00,France,France,FR,12.78,26.4,96.99,22.89,opendata.reseaux-energies.fr
2024-12-02 00:00:00,France,France,FR,24.13,40.55,94.18,24.96,opendata.reseaux-energies.fr
2024-12-03 00:00:00,France,France,FR,39.43,58.69,91.06,21.21,opendata.reseaux-energies.fr
2024-12-04 00:00:00,France,France,FR,45.22,65.37,90.24,23.7,opendata.reseaux-energies.fr
2024-12-05 00:00:00,France,France,FR,26.46,42.74,94.43,31.08,opendata.reseaux-energies.fr
2024-12-06 00:00:00,France,France,FR,18.7,33.92,95.6,30.96,opendata.reseaux-energies.fr
2024-12-07 00:00:00,France,France,FR,11.17,25.17,97.29,35.58,opendata.reseaux-energies.fr
2024-12-08 00:00:00,France,France,FR,12.6,26.7,97.04,34.0,opendata.reseaux-energies.fr
2024-12-09 00:00:00,France,France,FR,18.62,32.68,96.22,31.6,opendata.reseaux-energies.fr
2024-12-10 00:00:00,France,France,FR,38.44,57.18,91.48,26.63,opendata.reseaux-energies.fr
2024-12-11 00:00:00,France,France,FR,48.58,69.44,89.38,24.05,opendata.reseaux-energies.fr
2024-12-12 00:00:00,France,France,FR,51.02,72.46,88.62,22.63,opendata.reseaux-energies.fr
2024-12-13 00:00:00,France,France,FR,53.32,75.28,88.13,21.29,opendata.reseaux-energies.fr
2024-12-14 00:00:00,France,France,FR,30.27,47.68,92.9,20.09,opendata.reseaux-energies.fr
2024-12-15 00:00:00,France,France,FR,14.46,28.57,96.73,23.14,opendata.reseaux-energies.fr
2024-12-16 00:00:00,France,France,FR,23.26,38.18,95.33,23.76,opendata.reseaux-energies.fr
2024-12-17 00:00:00,France,France,FR,30.15,46.44,93.58,22.6,opendata.reseaux-energies.fr
2024-12-18 00:00:00,France,France,FR,11.68,25.37,97.16,30.57,opendata.reseaux-energies.fr
2024-12-19 00:00:00,France,France,FR,11.39,24.51,97.41,31.74,opendata.reseaux-energies.fr
2024-12-20 00:00:00,France,France,FR,14.97,28.46,96.86,27.97,opendata.reseaux-energies.fr
2024-12-21 00:00:00,France,France,FR,11.95,26.09,97.1,30.92,opendata.reseaux-energies.fr
2024-12-22 00:00:00,France,France,FR,12.73,27.13,97.01,36.91,opendata.reseaux-energies.fr
2024-12-23 00:00:00,France,France,FR,13.95,27.97,96.81,30.28,opendata.reseaux-energies.fr
2024-12-24 00:00:00,France,France,FR,14.83,28.29,96.73,23.53,opendata.reseaux-energies.fr
2024-12-25 00:00:00,France,France,FR,14.03,27.6,96.76,19.58,opendata.reseaux-energies.fr
2024-12-26 00:00:00,France,France,FR,16.9,30.56,96.14,21.42,opendata.reseaux-energies.fr
2024-12-27 00:00:00,France,France,FR,29.08,45.9,93.11,21.29,opendata.reseaux-energies.fr
2024-12-28 00:00:00,France,France,FR,33.81,52.53,91.99,20.06,opendata.reseaux-energies.fr
2024-12-29 00:00:00,France,France,FR,21.86,37.27,94.97,19.61,opendata.reseaux-energies.fr
2024-12-30 00:00:00,France,France,FR,30.73,48.23,93.46,21.68,opendata.reseaux-energies.fr
2024-12-31 00:00:00,France,France,FR,18.88,34.2,95.54,24.5,opendata.reseaux-energies.fr
